PLATE,CH_CODE,ENDO_DATE,CLIENT,CAR_MODEL,PLATE_NUMBER_NORMALIZED
LAN7121,02TFRA2412-370,2024-12-11,TFS LEVEL2 REGULAR,SUZUKI S-PRESSO GL AGS,LAN7121
LAN7451,02TFRA2412-371,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,LAN7451
DBM4059,02TFRA2412-372,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBM4059
DBM5016,02TFRA2412-373,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,DBM5016
NHM8367,02TFRA2412-375,2024-12-11,TFS LEVEL2 REGULAR,Fortuner 4x2 2.8 Q A/T Pearl,NHM8367
DBM5353,02TFRA2412-376,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,DBM5353
NHM7778,02TFRA2412-377,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHM7778
EAG9655,02TFRA2412-378,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAG9655
IT512A,02TFRA2412-379,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,IT512A
NKA7434,02TFRA2412-380,2024-12-11,TFS LEVEL2 REGULAR,Rush 1.5 G GR-S A/T,NKA7434
DBM7839,02TFRA2412-381,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBM7839
NHM9901,02TFRA2412-382,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,NHM9901
DBM8335,02TFRA2412-383,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,DBM8335
DBM8502,02TFRA2412-384,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 V CVT,DBM8502
NFC5033,02TFRA2412-385,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NFC5033
DBM 9125,02TFRA2412-386,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,DBM9125
DBM8333,02TFRA2412-387,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E M/T,DBM8333
DBM 9447,02TFRA2412-390,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBM9447
KBB2796,02TFRA2412-391,2024-12-11,TFS LEVEL2 REGULAR,Suzuki DZIRE GLP AMT,KBB2796
NFR3116,02TFRA2412-392,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 G CVT (WP),NFR3116
DBM8436,02TFRA2412-393,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBM8436
NHN7222,02TFRA2412-394,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHN7222
EAJ1934,02TFRA2412-395,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAJ1934
NHH 5285,02TFRA2412-396,2024-12-11,TFS LEVEL2 REGULAR,Hiace Commuter Deluxe 2.8 M/T,NHH5285
NHN6678,02TFRA2412-397,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHN6678
NHN6753,02TFRA2412-398,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NHN6753
DBF 7087,02TFRA2412-399,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,DBF7087
DBF7708,02TFRA2412-400,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBF7708
KZ530A,02TFRA2412-402,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,KZ530A
DBF6822,02TFRA2412-403,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBF6822
NFR4566,02TFRA2412-404,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NFR4566
DBM8430,02TFRA2412-405,2024-12-11,TFS LEVEL2 REGULAR,Yaris Cross 1.5 V CVT PC,DBM8430
NFR4136,02TFRA2412-406,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NFR4136
DBF 7887,02TFRA2412-407,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,DBF7887
EAJ 2906,02TFRA2412-408,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAJ2906
EAJ1964,02TFRA2412-409,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 Conquest Dsl A/T - ER,EAJ1964
DBF 7598,02TFRA2412-410,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBF7598
DBF 7789,02TFRA2412-411,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 V CVT (WP),DBF7789
JW680A,02TFRA2412-412,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,JW680A
DBF 8001,02TFRA2412-413,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBF8001
DBF 9679,02TFRA2412-414,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 V CVT,DBF9679
MNV1065,02TFRA2412-415,2024-12-11,TFS LEVEL2 REGULAR,Suzuki Ertiga GL AT (HYBRID),MNV1065
DBO6032,02TFRA2412-416,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x4 2.8 GR-S A/T,DBO6032
NFR7349,02TFRA2412-417,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,NFR7349
NFR 7748,02TFRA2412-418,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,NFR7748
DBO7059,02TFRA2412-419,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.5 G CVT,DBO7059
LI226A,02TFRA2412-420,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E M/T,LI226A
NN726A,02TFRA2412-421,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NN726A
DBO 7852,02TFRA2412-422,2024-12-11,TFS LEVEL2 REGULAR,Raize 1.2 E M/T,DBO7852
NFR9575,02TFRA2412-423,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NFR9575
NEY 3756,02TFRA2412-424,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NEY3756
DBF 9359,02TFRA2412-425,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,DBF9359
EAJ1926,02TFRA2412-426,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAJ1926
NKD 4161,02TFRA2412-427,2024-12-11,TFS LEVEL2 REGULAR,Rush 1.5 G GR-S A/T,NKD4161
DBO 6547,02TFRA2412-428,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBO6547
NFR 7972,02TFRA2412-429,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NFR7972
LAO 3875,02TFRA2412-430,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 E A/T,LAO3875
DBO 7648,02TFRA2412-431,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,DBO7648
DAV3360,02TFRA2412-432,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DAV3360
DBB3842,02TFRA2412-433,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBB3842
P7K930,02TFRA2412-434,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,P7K930
LAJ3443,02TFRA2412-435,2024-12-11,TFS LEVEL2 REGULAR,Fortuner 4x2 2.4 G Dsl A/T,LAJ3443
EAF1039,02TFRA2412-436,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,EAF1039
NHJ1462,02TFRA2412-438,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 G CVT,NHJ1462
DBI1108,02TFRA2412-439,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBI1108
NIQ2291,02TFRA2412-440,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NIQ2291
DBF3123,02TFRA2412-441,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBF3123
LAJ6113,02TFRA2412-443,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,LAJ6113
EAG6368,02TFRA2412-444,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAG6368
NHN1775,02TFRA2412-445,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHN1775
EAG6526,02TFRA2412-446,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAG6526
P7A609,02TFRA2412-449,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,P7A609
P7X654,02TFRA2412-450,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,P7X654
NGC5427,02TFRA2412-451,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 J M/T,NGC5427
DBI3655,02TFRA2412-452,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBI3655
DBO 6853,02TFRA2412-453,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBO6853
EAJ 4295,02TFRA2412-454,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAJ4295
ZAD4055,02TFRA2412-456,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,ZAD4055
NKD 3974,02TFRA2412-457,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NKD3974
DBO9679,02TFRA2412-458,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBO9679
DBO 9861,02TFRA2412-459,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBO9861
NO396A,02TFRA2412-460,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NO396A
OD744A,02TFRA2412-461,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,OD744A
AC049A,02TFRA2412-462,2024-12-11,TFS LEVEL2 REGULAR,Suzuki Ertiga 1.5 GA M/T,AC049A
NHS 2038,02TFRA2412-463,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHS2038
NEY 5078,02TFRA2412-464,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E M/T,NEY5078
DBP1216,02TFRA2412-465,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBP1216
VAB9741,02TFRA2412-466,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,VAB9741
JAS7008,02TFRA2412-467,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 G Dsl A/T,JAS7008
LB830A,02TFRA2412-468,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 J  M/T,LB830A
NFR 8666,02TFRA2412-469,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NFR8666
DBP 2782,02TFRA2412-470,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBP2782
NKD 7952,02TFRA2412-471,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,NKD7952
DBO 9858,02TFRA2412-472,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBO9858
NEY 5144,02TFRA2412-474,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NEY5144
EAG8698,02TFRA2412-475,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,EAG8698
NHS 2827,02TFRA2412-476,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHS2827
EAJ4569,02TFRA2412-478,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,EAJ4569
KBB4538,02TFRA2412-481,2024-12-11,TFS LEVEL2 REGULAR,SUZUKI DZIRE GL MT,KBB4538
LAP 3076,02TFRA2412-482,2024-12-11,TFS LEVEL2 REGULAR,Suzuki DZIRE GL+ AGS,LAP3076
LK928A,02TFRA2412-485,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,LK928A
LAP 4148,02TFRA2412-486,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,LAP4148
HAG8397,02TFRA2412-487,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,HAG8397
EAJ 4721,02TFRA2412-488,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,EAJ4721
FAQ6768,02TFRA2412-489,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,FAQ6768
OI471A,02TFRA2412-490,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,OI471A
ZAD4338,02TFRA2412-491,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,ZAD4338
JAS 7313,02TFRA2412-492,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,JAS7313
JY066A,02TFRA2412-493,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 J  M/T,JY066A
NHS 5824,02TFRA2412-494,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,NHS5824
PL048A,02TFRA2412-495,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 G Dsl A/T,PL048A
PE996A,02TFRA2412-496,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,PE996A
QT858A,02TFRA2412-497,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,QT858A
PP508A,02TFRA2412-498,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,PP508A
ZAD 4570,02TFRA2412-499,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,ZAD4570
PJ968A,02TFRA2412-500,2024-12-11,TFS LEVEL2 REGULAR,Raize 1.0 Turbo CVT (2T),PJ968A
ZAD 4601,02TFRA2412-501,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,ZAD4601
LNV 1372,02TFRA2412-502,2024-12-11,TFS LEVEL2 REGULAR,SUZUKI ERTIGA GA MT (HYBRID),LNV1372
ZAD 4786,02TFRA2412-503,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,ZAD4786
PP264A,02TFRA2412-504,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,PP264A
RG907A,02TFRA2412-505,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,RG907A
PQ303A,02TFRA2412-506,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,PQ303A
PE014A,02TFRA2412-507,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,PE014A
JT596A,02TFRA2412-508,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,JT596A
RA680A,02TFRA2412-509,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,RA680A
RG900A,02TFRA2412-510,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,RG900A
OM637A,02TFRA2412-511,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,OM637A
QV635A,02TFRA2412-512,2024-12-11,TFS LEVEL2 REGULAR,Fortuner 4x4 2.8 GR-S A/T 2T WP,QV635A
OL837A,02TFRA2412-513,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,OL837A
SH898A,02TFRA2412-514,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,SH898A
FAQ8486,02TFRA2412-515,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,FAQ8486
FAR8740,02TFRA2412-516,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E M/T,FAR8740
RD189A,02TFRA2412-517,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,RD189A
SD271A,02TFRA2412-518,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,SD271A
OB039A,02TFRA2412-519,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,OB039A
SI051A,02TFRA2412-520,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,SI051A
RC299A,02TFRA2412-521,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G CVT,RC299A
ZAD 4956,02TFRA2412-522,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,ZAD4956
QY955A,02TFRA2412-523,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,QY955A
PC864A,02TFRA2412-524,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 Conquest A/T,PC864A
RG711A,02TFRA2412-525,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,RG711A
RG577A,02TFRA2412-526,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,RG577A
P7X607,02TFRA2412-527,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE M/T,P7X607
FAP1922,02TFRA2412-528,2024-12-11,TFS LEVEL2 REGULAR,Rush 1.5 G GR-S A/T,FAP1922
S0P139,02TFRA2412-529,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G M/T,S0P139
BJ425A,02TFRA2412-530,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XE CVT,BJ425A
NHI1984,02TFRA2412-531,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 V CVT,NHI1984
P6G501,02TFRA2412-532,2024-12-11,TFS LEVEL2 REGULAR,Avanza 1.3 E A/T,P6G501
NHR9389,02TFRA2412-533,2024-12-11,TFS LEVEL2 REGULAR,Veloz 1.5 V CVT (WP),NHR9389
S6U150,02TFRA2412-534,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE M/T,S6U150
FAP7361,02TFRA2412-535,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,FAP7361
VAA6667,02TFRA2412-536,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XE CVT,VAA6667
S5T876,02TFRA2412-537,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,S5T876
S0J996,02TFRA2412-538,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,S0J996
S0W282,02TFRA2412-539,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G M/T,S0W282
FAN6491,02TFRA2412-540,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,FAN6491
S0B870,02TFRA2412-541,2024-12-11,TFS LEVEL2 REGULAR,Rush 1.5 G A/T,S0B870
EAG3772,02TFRA2412-542,2024-12-11,TFS LEVEL2 REGULAR,Vios 1.3 XLE M/T,EAG3772
NHI5425,02TFRA2412-543,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x4 2.4 J Dsl M/T,NHI5425
P6Y646,02TFRA2412-544,2024-12-11,TFS LEVEL2 REGULAR,Fortuner 4x2 2.4 V Dsl A/T (White Pearl),P6Y646
VAB6452,02TFRA2412-545,2024-12-11,TFS LEVEL2 REGULAR,Rush 1.5 G A/T,VAB6452
P8X266,02TFRA2412-546,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 E Dsl A/T,P8X266
NFK7032,02TFRA2412-547,2024-12-11,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 G Dsl A/T,NFK7032
NFE4944,02TFRA2412-548,2024-12-11,TFS LEVEL2 REGULAR,Raize 1.0 Turbo CVT (2T PC),NFE4944
NEE2369,02TFRA2412-549,2024-12-11,TFS LEVEL2 REGULAR,Innova 2.8 E Dsl A/T,NEE2369
DAX1448,02TFRA2412-550,2024-12-11,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,DAX1448
EAE4733,02TFRA2412-551,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE M/T,EAE4733
CBB6445,02TFRA2412-552,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,CBB6445
DBM2138,02TFRA2412-553,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBM2138
NFI1877,02TFRA2412-554,2024-12-18,TFS LEVEL2 REGULAR,Wigo 1.0 TRD S A/T,NFI1877
Z8V081,02TFRA2412-555,2024-12-18,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 G Dsl A/T,Z8V081
LJ362A,02TFRA2412-556,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,LJ362A
IAF7693,02TFRA2412-557,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,IAF7693
LAP 4149,02TFRA2412-558,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,LAP4149
P9T490,02TFRA2412-559,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XE CVT,P9T490
P6B231,02TFRA2412-560,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 Touring Sport Dsl A/T,P6B231
DAQ2821,02TFRA2412-561,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 E Dsl A/T,DAQ2821
DAR4854,02TFRA2412-562,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DAR4854
DAR3099,02TFRA2412-563,2024-12-18,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,DAR3099
P8I032,02TFRA2412-564,2024-12-18,TFS LEVEL2 REGULAR,Rush 1.5 G A/T,P8I032
P6Y641,02TFRA2412-565,2024-12-18,TFS LEVEL2 REGULAR,Fortuner 4x2 2.4 G Dsl A/T,P6Y641
NHG3022,02TFRA2412-566,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NHG3022
NGQ6219,02TFRA2412-567,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 E Dsl A/T,NGQ6219
NIO1573,02TFRA2412-568,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NIO1573
NGX6160,02TFRA2412-569,2024-12-18,TFS LEVEL2 REGULAR,Corolla Cross 1.8 G CVT (White Pearl),NGX6160
NFH2207,02TFRA2412-570,2024-12-18,TFS LEVEL2 REGULAR,Hilux 4x4 2.8 Conquest Dsl A/T,NFH2207
NHA2188,02TFRA2412-571,2024-12-18,TFS LEVEL2 REGULAR,Raize 1.2 G CVT,NHA2188
DBM2955,02TFRA2412-572,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,DBM2955
NHQ 6775,02TFRA2412-573,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHQ6775
NFR5179,02TFRA2412-574,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NFR5179
NFR2837,02TFRA2412-575,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,NFR2837
NEL3745,02TFRA2412-576,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E A/T,NEL3745
NIN7689,02TFRA2412-577,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NIN7689
NHS 2446,02TFRA2412-578,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHS2446
DBP 1660,02TFRA2412-579,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,DBP1660
NHS 4908,02TFRA2412-580,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHS4908
S0S622,02TFRA2412-581,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XE CVT,S0S622
NIN1988,02TFRA2412-582,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NIN1988
DBB6561,02TFRA2412-583,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 J Dsl M/T,DBB6561
NEN6761,02TFRA2412-584,2024-12-18,TFS LEVEL2 REGULAR,Hilux 4x2 2.4 Conquest Dsl A/T,NEN6761
NGX7719,02TFRA2412-585,2024-12-18,TFS LEVEL2 REGULAR,Fortuner 4x4 2.8L GR-S A/T PC 2T,NGX7719
S4I199,02TFRA2412-586,2024-12-18,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,S4I199
P91282,02TFRA2412-587,2024-12-18,TFS LEVEL2 REGULAR,Fortuner 4x2 2.4 G Dsl A/T,P91282
NGO3600,02TFRA2412-588,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XE CVT,NGO3600
NHR5908,02TFRA2412-589,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 XE A/T,NHR5908
DBH6689,02TFRA2412-590,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,DBH6689
Z6D407,02TFRA2412-591,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,Z6D407
NIC4423,02TFRA2412-592,2024-12-18,TFS LEVEL2 REGULAR,Suzuki DZIRE GLP AMT MC,NIC4423
CBD8648,02TFRA2412-593,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,CBD8648
NIP7539,02TFRA2412-594,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 E Dsl M/T,NIP7539
S2H207,02TFRA2412-595,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.5 GR-S,S2H207
NFJ9070,02TFRA2412-596,2024-12-18,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,NFJ9070
NIE7581,02TFRA2412-597,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 E Dsl A/T,NIE7581
P6W013,02TFRA2412-598,2024-12-18,TFS LEVEL2 REGULAR,Fortuner 4x2 2.4 G Dsl A/T,P6W013
P8Y883,02TFRA2412-599,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.5 G CVT,P8Y883
NHI5707,02TFRA2412-600,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NHI5707
CBI5554,02TFRA2412-601,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,CBI5554
CCD1235,02TFRA2412-602,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,CCD1235
NIN4879,02TFRA2412-603,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NIN4879
P9X593,02TFRA2412-604,2024-12-18,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,P9X593
EAE2462,02TFRA2412-605,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 J M/T,EAE2462
FAE9261,02TFRA2412-606,2024-12-18,TFS LEVEL2 REGULAR,Innova 2.8 J Dsl M/T,FAE9261
S4B539,02TFRA2412-607,2024-12-18,TFS LEVEL2 REGULAR,Wigo 1.0 G A/T,S4B539
NFA7717,02TFRA2412-608,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E CVT,NFA7717
CAX1780,02TFRA2412-609,2024-12-18,TFS LEVEL2 REGULAR,Rush 1.5 G A/T,CAX1780
Z9E336,02TFRA2412-610,2024-12-18,TFS LEVEL2 REGULAR,Raize 1.2 E M/T,Z9E336
S1H839,02TFRA2412-611,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,S1H839
P8O386,02TFRA2412-612,2024-12-18,TFS LEVEL2 REGULAR,Avanza 1.3 E A/T,P8O386
NHM7274,02TFRA2412-613,2024-12-18,TFS LEVEL2 REGULAR,Vios 1.3 XLE CVT,NHM7274
